금융기관코드,대출상품내용,상품판매여부,최대금액,대출상품명,링크,대상,비고,상품설명,대상상세,금리,금리상세,대출한도,상환방법,상환방법상세,수수료,중도상환수수료,중도상환수수료2,,필요서류,비고 2,,,,,,,,,,,,,
2000149,경북 버팀금융 특례보증,Y,50000000,경북 버팀금융 특례보증,<a href=https://gbsinbo.co.kr target=_blank><font style=color:blue;>https://gbsinbo.co.kr</a></font>,"사업자, 소상공인",,제한없음,,특정금리,-,5000,,,,,-,,,-,,,,,,,,,,,,,
11923,[JT캐피탈]중금리 신용대출,Y,80000000,[JT캐피탈]중금리 신용대출,<a href=https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#! target=_blank><font style=color:blue;>https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#!</a></font>,"근로자, 기타",,금융회사 자체 심사,,9.90 ~ 16.00,,8000,,,,,기관 문의,,,※ 여신금융협회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021.6.28 게시 공급(예정)현황 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 여신전문금융회사의 신용대출상품 평균금리현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
10537,살만한 Truefriend,Y,100000000,살만한 Truefriend,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,근로자,,금융회사 자체 심사,,9.9~19.4,-,10000,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000036,전세자금보증(특례)_정책서민금융 이용자,Y,40000000,전세자금보증(특례)_정책서민금융 이용자,<a href=https://www.hf.go.kr/hf/sub02/_sub02_0110.do target=_blank><font style=color:blue;>https://www.hf.go.kr/hf/sub02/_sub02_0110.do</a></font>,"금융취약계층, 기타",,없음,,-,-,4000,,,,,-,,,(취급은행) 경남 국민 기업 농협 대구 부산 신한 우리 제주 하나은행,,,,,,,,,,,,,
2000388,종사자 소액대출(서울외),Y,100000000,종사자 소액대출(서울외),<a href=https://www.sefund.or.kr target=_blank><font style=color:blue;>www.sefund.or.kr</font></a>,사회적경제 종사자,,없음,,1.5~3.5%,-,최대 500만원(생계) 1000만원(대환),,,,,-,,,월급 원천 징수(당사자와 기업 간 동의하에 급여에서 차감하여 상환),,,,,,,,,,,,,
2000117,생활안정자금 융자(혼례비),Y,12500000,생활안정자금 융자(혼례비),<a href=https://www.workdream.net/default/page.do?mCode=B010010010 target=_blank><font style=color:blue;>https://www.workdream.net/default/page.do?mCode=B010010010</a></font>,근로자,,없음,,1.5,없음,1250,,,,,보증료율 연 0.9% 선공제,,,- 융자 신청기한 : 결혼일 전후 90일 이내 또는 혼인신고일로부터 90일 이내,,,,,,,,,,,,,
2000353,기초생활보장기금 생활안정자금 융자,Y,10000000,기초생활보장기금 생활안정자금 융자,<a href=http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=14484 target=_blank><font style=color:blue;>http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=14484</a></font>,금융취약계층,,없음,,1,-,1000,,,,,-,,,- 지자체 사업계획에 따라 상시모집- 전세자금 가구당 1000만원 이내 사업자금 가구당 1000만원 이내 학자금 가구당 500만원 이내,,,,,,,,,,,,,
2000387,주민소득및생활안정지원(융자금),Y,25000000,주민소득및생활안정지원(융자금),<a href=http://bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=3631 target=_blank><font style=color:blue;>http://bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=3631</a></font>,"금융취약계층, 기타",,없음,,3,-,2500,,,,,-,,,-,,,,,,,,,,,,,
2000374,부산시 창업특례자금보증_창업운전자금,Y,50000000,부산시 창업특례자금보증_창업운전자금,<a href=https://www.bepa.kr/kor/view.do?no=209&idx=11163&view=view&pageIndex=3&sv=TITLE&sw=부산시 창업특례&items=all&state= target=_blank><font style=color:blue;>https://www.bepa.kr/kor/view.do?no=209&idx=11163&view=view&pageIndex=3&sv=TITLE&sw=부산시 창업특례&items=all&state=</a></font>,사업자,,1~8등급,,1.5,-,5000,,,,,보증료율 연 0.5%,,,신청제외· 신용등급 9~10등급인자· 기존 부산신용보증재단을 통해 보증한도만큼 진행 중이거나 보증 받고 3개월 경과하지 않은 자,,,,,,,,,,,,,
2000043,대구광역시 울타리론,Y,15000000,대구광역시 울타리론,<a href=https://www.ccrs.or.kr/finance/repay/loantype/list.do target=_blank><font style=color:blue;>https://www.ccrs.or.kr/finance/repay/loantype/list.do</a></font>,채무조정자,,없음,,2.0~4.0,우대금리: 신용교육원(www.educredit.or.kr)온라인 교육 이수자의 경우 0.1%p 우대금리가 적용 기초생활수급자 1~3급 중증장애인 70세 이상 고령자의 경우 기본금리의 70%를 적용,1500,,,,,-,,,대출금액은 최대한도 이내에서 채무조정 변제금 성실상환이력 소요자금 규모 대출금 상환여력 등에 따라 차등 적용,,,,,,,,,,,,,
14807,Sh중금리신용대출,Y,20000000,Sh중금리신용대출,<a href=https://portal.kfb.or.kr/compare/loan_search_3_2.php target=_blank><font style=color:blue;>https://portal.kfb.or.kr/compare/loan_search_3_2.php</a></font>,근로자,,중금리 결합등급 4등급이상,,-,-,2000,,,,,없음,,,※ 은행연합회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (공시제출일 : 2021년 06월)※ 공시정보는 중금리 신용대출상품을 취급하는 은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 금융회사의 상품별 금리 등 거래조건이 수시로 변경될 수 있으므로 거래전 반드시 해당 금융회사에 문의하시기 바랍니다.,,,,,,,,,,,,,
11797,[NH농협캐피탈]아파트거주신용대출,Y,150000000,[NH농협캐피탈]아파트거주신용대출,<a href=https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#! target=_blank><font style=color:blue;>https://gongsi.crefia.or.kr/portal/creditloan/creditloanDisclosureDetail12?clgcMode=13#!</a></font>,기타,,금융회사 자체 심사,,6.90 ~ 17.40,,15000,,,,,기관 문의,,,※ 여신금융협회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021.6.28 게시 공급(예정)현황 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 여신전문금융회사의 신용대출상품 평균금리현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
13002,마이론,Y,,마이론,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,"근로자, 사업자, 소상공인, 기타",,금융회사 자체 심사,,7.40~19.40,-,-,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000407,창업 및 경쟁력 강화 자금,Y,1000000000,창업 및 경쟁력 강화 자금,<a href=http://www.cba.ne.kr/home/sub.php?menukey=174 target=_blank><font style=color:blue;>http://www.cba.ne.kr/home/sub.php?menukey=174</a></font>,중소기업,,없음,,-,우대금리    - 충청북도중소기업대상 및 자랑스러운 충북기업인 수상기업 : 1.0%    - 고용노동부 선정 노사문화우수기업 또는 노사문화대상 수상기업 : 0.5%     ※ 단 지정 또는 수상이후 신청일 현재 무분규기업    - 고용·녹색 인증기업 품질경영우수기업 여성·장애인 기업 : 0.5%    - 가족친화인증기업 노인일자리창출 인증기업 : 0.5%    - 충청북도 우수장수기업 수출의탑(천만불미만) 수상기업 : 0.5%    - 국내복귀기업* : 0.5%     *「해외진출기업의 국내복귀 지원에 관한 법률」제2조제4호에 해당하는 기업으로서 도내 공장 착공신고일부터 5년이내 신청자    - 충청북도 인정 태양광· 바이오산업 기업 화장품·뷰티산업 기업 : 0.5%    - 충청북도와 투자협약기업 : 0.5%    - 충청북도와 투자협약기업으로 2021년 신·증설 착공기업 : 1.0%    - 벤처기업 이노비즈기업 경영혁신형 기업 : 0.5%     ※ 우대항목 중복시 유리한 한 가지 항목만 적용하고 인증(지정)서 · 협약서의 유효기간 등이 따로 명시되지 않은 사항은 인증(지정)된 날부터 5년이내 신청자에 한함,100000,,,,,-,,,-신청기간 : 1차(1.18~1.22) / 2차(3.22~3.26) / 3차(6.21~6.25) / 4차(9. 6~9.10),,,,,,,,,,,,,
2000169,경기도 중소기업 육성자금(운전_일반기업),Y,500000000,경기도 중소기업 육성자금(운전_일반기업),<a href=https://www.gcgf.or.kr/gcgf/subIndex/82.do target=_blank><font style=color:blue;>https://www.gcgf.or.kr/gcgf/subIndex/82.do</a></font>,중소기업,,없음,,-,기간 : 연중 수시(자금 소진시까지),50000,,,,,-,,,-,,,,,,,,,,,,,
2000275,신사업창업사관학교 연계자금,Y,100000000,신사업창업사관학교 연계자금,<a href=http://www.semas.or.kr/web/SUP01/SUP0103/SUP010301.kmdc target=_blank><font style=color:blue;>http://www.semas.or.kr/web/SUP01/SUP0103/SUP010301.kmdc</a></font>,소상공인,,없음,,2.15,· 가산금리 : 자율상환제 선택시 : 0.2%p 가산,10000,,,,,없음,,,· 대출금리 : 연 2.15% (분기별 변동금리 21년 1/4분기 정책자금 금리),,,,,,,,,,,,,
2000047,농촌출신대학생 학자금융자(등록금),Y,,농촌출신대학생 학자금융자(등록금),재단 홈페이지(<a href=https://www.kosaf.go.kr target=_blank><font style=color:blue;>www.kosaf.go.kr</a></font><span style=font-size: 12px;>) > 학자금대출 > 학자금대출 신청</span>,농어촌 학생,,없음 (단 한국신용정보원 신용도판단정보 공공정보 등이 등록되어 있거나 일반신용정보관리규약 제16조 제3항에 따라 해제사유가 발생한 신용도판단정보의 기록보존기간이 지나지 않은 자),,0,-,등록금 전액,,,,,없음,,,-,,,,,,,,,,,,,
2000117,산재근로자 생활안정자금 융자(혼례비),Y,10000000,산재근로자 생활안정자금 융자(혼례비),<a href=https://www.kcomwel.or.kr/kcomwel/empl/loan/life.jsp target=_blank><font style=color:blue;>https://www.kcomwel.or.kr/kcomwel/empl/loan/life.jsp</a></font>,근로자,,없음,,1.25,없음,1000,,,,,보증료율 연 0.7% 선공제,,,- 신청기간 : 결혼일 전.후 90일 이내 또는 혼인신고일부터 90일 이내,,,,,,,,,,,,,
2000118,서울시 중소기업 육성자금 지원(운전_성장기반자금),Y,500000000,서울시 중소기업 육성자금 지원(운전_성장기반자금),<a href=https://www.seoulshinbo.co.kr/wbase/contents.do?mng_cd=BUSI9127#tab target=_blank><font style=color:blue;>https://www.seoulshinbo.co.kr/wbase/contents.do?mng_cd=BUSI9127#tab</a></font>,"사업자, 소상공인",,없음,,2.3,-,50000,,,,,-,,,-,,,,,,,,,,,,,
11551,빅머니A,Y,50000000,빅머니A,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,"근로자, 사업자, 소상공인, 기타",,금융회사 자체 심사,,14.7 ~ 16.1,-,5000,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
2000401,소상공인자금_시군특례보증 소상공인(운전자금),Y,50000000,소상공인자금_시군특례보증 소상공인(운전자금),<a href=http://www.cepa.or.kr/board/boardDetail.do?pm=4&ms=24&seq=2508 target=_blank><font style=color:blue;>http://www.cepa.or.kr/board/boardDetail.do?pm=4&ms=24&seq=2508</a></font>,"사업자, 소상공인, 사회적경제기업",,없음,,특정금리,우대금리: 대출일부터 2년간 2.0% 이자 지원 (3대 위기 극복지원자금 사회양극화 대상자는 2.5% 지원),최대 5000만원,,,,,-,,,-,,,,,,,,,,,,,
2000169,경기도 사회적경제기업 특례보증,Y,20000,경기도 사회적경제기업 특례보증,<a href=http://g-money.gg.go.kr target=_blank><font style=color:blue;>g-money.gg.go.kr</a></font>,사회적경제기업,,없음,,은행금리 -2.5%(경기도 부담),,20000,,,,,,,,,,,,,,,,,,,,,
2000401,소상공인자금_그 밖의 소기업·소상공인(운전자금),Y,50000000,소상공인자금_그 밖의 소기업·소상공인(운전자금),<a href=http://www.cepa.or.kr/board/boardDetail.do?pm=4&ms=24&seq=2508 target=_blank><font style=color:blue;>http://www.cepa.or.kr/board/boardDetail.do?pm=4&ms=24&seq=2508</a></font>,소상공인,,없음,,특정금리,우대금리: 대출일부터 2년간 2.0% 이자 지원 (3대 위기 극복지원자금 사회양극화 대상자는 2.5% 지원),최대 5000만원,,,,,-,,,-,,,,,,,,,,,,,
13127,kiwi비상금대출,Y,,kiwi비상금대출,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,"근로자, 사업자, 소상공인, 기타",,KCB 개인신용평점 475점 이상,,8.90~19.40,-,-,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
10419,이즈론 M-(월수일시),Y,,이즈론 M-(월수일시),<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,근로자,,금융회사 자체 심사,,14.44 ~19.50,-,-,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
10537,살만한 플러스,Y,100000000,살만한 플러스,<a href=https://www.fsb.or.kr/ratloanrage_0100.act target=_blank><font style=color:blue;>https://www.fsb.or.kr/ratloanrage_0100.act</a></font>,근로자,,금융회사 자체 심사,,5.9~19.4,-,10000,,,,,기관 문의,,,※ 저축은행중앙회 상품공시 기준으로 제공되는 중금리 대출 정보입니다. (2021년 3분기 공급예정상품 발췌)※ 공시정보는 중금리 신용대출상품을 취급하는 저축은행의 신용대출상품 현황을 개략적으로 비교할 수 있도록 제공하는 것으로 상품 선택 시 참고자료로만 활용하여 주시기 바랍니다.※ 보다 상세한 상품 관련 정보는 취급 금융사에 문의하여 주시기 바랍니다.,,,,,,,,,,,,,
